725,1486,24414.00,"2018-12-05 07:34:27"
324,1504,12403.00,"2018-11-27 08:33:46"
1597,1714,34924.00,"2018-12-25 15:42:23"
1304,1403,46264.00,"2018-10-28 21:34:35"
1418,991,5849.00,"2018-11-29 22:47:30"
912,1804,17759.00,"2018-12-12 07:10:48"
1067,1883,46664.00,"2018-12-21 15:01:57"
150,444,25428.00,"2018-12-10 09:17:19"
37,114,30027.00,"2018-10-18 06:37:40"
804,280,18174.00,"2018-12-30 13:04:55"
1341,1864,5820.00,"2018-10-24 21:02:57"
117,244,47128.00,"2018-11-28 08:38:50"
1070,1144,47252.00,"2018-11-12 23:48:45"
366,900,7258.00,"2018-10-18 15:06:09"
172,799,30801.00,"2018-10-15 18:46:55"
1216,723,24136.00,"2018-12-12 18:31:35"
573,469,9439.00,"2018-11-10 21:01:00"
464,1651,1244.00,"2018-12-22 19:13:19"
277,1098,49349.00,"2018-12-22 11:21:10"
126,251,19402.00,"2018-12-29 18:52:51"
1484,592,13964.00,"2018-11-02 02:10:11"
135,653,44015.00,"2018-12-26 16:19:00"
1505,990,19887.00,"2018-10-18 02:17:03"
1745,1579,44377.00,"2018-12-15 17:32:22"
960,1879,24205.00,"2018-12-20 11:43:49"
235,234,36635.00,"2018-10-27 13:20:49"
723,1467,15825.00,"2018-10-16 04:06:46"
217,151,45998.00,"2018-12-18 13:57:26"
1852,1965,9899.00,"2018-12-01 06:36:55"
1461,998,19205.00,"2018-12-10 12:28:41"
1470,108,14937.00,"2018-11-05 22:43:50"
310,1391,34577.00,"2018-10-24 01:24:11"
1966,371,43135.00,"2018-10-31 08:57:52"
1929,1839,17599.00,"2018-12-25 08:52:26"
1459,672,41896.00,"2018-12-21 04:50:29"
255,1814,11212.00,"2018-11-10 23:35:41"
858,1366,22234.00,"2018-10-17 11:56:52"
1330,1549,13710.00,"2018-12-16 17:27:13"
1112,1871,19042.00,"2018-10-25 04:57:20"
1286,1799,6765.00,"2018-10-28 23:26:43"
397,56,38902.00,"2018-10-18 19:15:54"
208,355,49455.00,"2018-12-19 00:56:24"
1916,558,47702.00,"2018-12-08 05:28:37"
1781,915,30227.00,"2018-10-20 08:43:07"
1017,1009,4620.00,"2018-11-03 20:04:19"
1604,112,44473.00,"2018-12-22 16:23:48"
142,1331,33563.00,"2018-10-18 14:08:49"
593,56,8011.00,"2018-12-28 01:12:17"
297,1778,18628.00,"2018-11-21 06:18:44"
43,501,7380.00,"2018-10-28 14:11:10"
1106,356,18684.00,"2018-10-21 03:32:06"
39,936,41664.00,"2018-12-20 12:30:03"
1467,1081,12239.00,"2018-12-10 11:58:13"
119,1312,3933.00,"2018-10-17 11:03:35"
386,907,39586.00,"2018-11-29 03:30:08"
1483,1682,4604.00,"2018-11-25 20:27:10"
692,1623,1804.00,"2018-11-09 22:27:51"
1283,884,15210.00,"2018-11-04 12:57:07"
679,1402,1165.00,"2018-12-21 22:57:30"
263,1418,17209.00,"2018-11-24 02:06:31"
1250,955,16022.00,"2018-12-03 15:29:34"
1241,435,11205.00,"2018-12-17 07:26:14"
1842,1681,29456.00,"2018-10-28 08:58:43"
571,1373,34344.00,"2018-11-27 18:21:02"
1196,451,28280.00,"2018-10-29 17:52:53"
1158,1427,1073.00,"2018-11-07 02:29:12"
1496,1018,38649.00,"2018-12-11 21:31:46"
1255,747,9469.00,"2018-10-16 05:45:07"
1449,552,20694.00,"2018-10-13 10:17:18"
333,888,49679.00,"2018-12-15 06:52:42"
273,1821,19399.00,"2018-10-20 01:47:02"
1831,107,6731.00,"2018-12-12 05:46:33"
1799,1786,5326.00,"2018-12-19 04:19:02"
1814,883,33026.00,"2018-11-22 02:56:42"
680,1677,24107.00,"2018-12-14 17:58:53"
518,147,23629.00,"2018-12-25 14:46:56"
660,512,34656.00,"2018-10-18 14:41:14"
472,149,33355.00,"2018-12-17 19:40:42"
1859,1121,24194.00,"2018-11-17 10:18:11"
1286,1763,34645.00,"2018-11-02 00:16:20"
318,1220,43999.00,"2018-11-08 06:00:59"
800,1311,28485.00,"2018-10-21 08:38:08"
1062,740,16458.00,"2018-11-11 18:02:14"
61,283,25467.00,"2018-12-15 20:45:26"
438,149,34499.00,"2018-11-26 19:14:50"
673,1153,32963.00,"2018-12-02 05:30:01"
62,970,32145.00,"2018-12-18 00:23:23"
656,1936,1317.00,"2018-12-12 18:06:44"
244,607,16377.00,"2018-10-17 14:45:37"
1921,259,14593.00,"2018-10-27 08:11:59"
1671,1863,11629.00,"2018-11-16 15:31:19"
344,725,2532.00,"2018-11-04 00:55:33"
1916,1500,23704.00,"2018-11-23 11:47:24"
1206,1816,3418.00,"2018-12-06 19:37:16"
1766,1813,37110.00,"2018-12-15 02:35:01"
1811,1805,42849.00,"2018-12-13 00:19:40"
745,1885,6208.00,"2018-12-23 02:07:21"
1554,1841,27584.00,"2018-12-08 17:45:14"
19,1791,16545.00,"2018-12-11 01:21:38"
1154,1095,42841.00,"2018-12-18 01:36:56"
319,864,12711.00,"2018-10-13 22:13:43"
968,1257,15817.00,"2018-10-31 05:19:17"
253,1963,46894.00,"2018-11-18 04:08:31"
1182,1171,17620.00,"2018-11-27 15:49:16"
767,1975,6458.00,"2018-12-18 17:15:33"
1511,1396,47164.00,"2018-12-22 21:04:06"
810,651,12938.00,"2018-12-21 16:48:09"
1413,1466,25193.00,"2018-10-17 10:28:42"
394,1352,11892.00,"2018-10-29 23:04:17"
709,715,23185.00,"2018-11-12 08:53:31"
110,1881,44580.00,"2018-12-13 06:03:01"
272,751,13379.00,"2018-12-29 20:16:02"
1627,112,17170.00,"2018-11-26 19:05:29"
1622,1520,41229.00,"2018-10-17 13:44:46"
1385,596,10938.00,"2018-12-28 02:34:16"
1138,787,48622.00,"2018-10-28 17:23:37"
501,1991,27343.00,"2018-10-21 14:08:36"
1549,628,49372.00,"2018-11-12 20:40:07"
450,1004,41961.00,"2018-12-02 11:07:24"
610,1026,4015.00,"2018-12-08 23:43:56"
1841,1814,38566.00,"2018-12-26 02:46:57"
72,248,10529.00,"2018-11-21 16:10:48"
97,1224,26746.00,"2018-12-11 16:40:16"
1107,1738,17082.00,"2018-11-16 01:10:46"
996,1655,22386.00,"2018-11-18 03:31:16"
698,436,1056.00,"2018-11-09 13:37:59"
368,1000,18680.00,"2018-12-07 15:33:02"
1651,980,46280.00,"2018-10-31 21:48:01"
97,524,12062.00,"2018-11-04 15:44:15"
1490,678,17072.00,"2018-12-04 10:15:35"
770,150,1690.00,"2018-10-18 11:07:22"
333,1912,41819.00,"2018-10-20 13:01:46"
251,41,15218.00,"2018-11-29 00:31:44"
740,1695,31800.00,"2018-12-20 02:05:53"
202,1938,18348.00,"2018-10-14 16:43:15"
1356,509,21700.00,"2018-12-29 07:07:28"
198,525,11322.00,"2018-11-07 12:09:09"
1272,591,37014.00,"2018-12-21 21:59:51"
1542,66,43324.00,"2018-10-17 21:24:47"
558,1580,7815.00,"2018-10-25 08:16:19"
1821,643,26761.00,"2018-10-19 08:39:15"
1182,1519,44128.00,"2018-12-10 08:54:14"
1715,929,15900.00,"2018-11-05 22:45:41"
1501,968,29898.00,"2018-11-29 03:02:20"
1072,1214,12648.00,"2018-10-27 07:42:56"
1795,829,5225.00,"2018-10-20 07:37:12"
721,1439,41416.00,"2018-12-02 09:00:32"
1263,395,40315.00,"2018-11-15 23:14:42"
53,1020,28623.00,"2018-11-04 21:31:21"
1828,435,35087.00,"2018-11-05 05:58:32"
1237,1786,30449.00,"2018-11-30 11:39:37"
1033,1214,19498.00,"2018-10-25 02:46:53"
1758,695,42804.00,"2018-10-23 22:28:39"
14,1992,29459.00,"2018-10-31 23:47:19"
1343,281,13717.00,"2018-12-27 04:23:05"
430,149,40059.00,"2018-11-22 17:45:46"
