379,"DEBAQ",42463.00,"2011-01-17 10:21:11"
390,"CNWUO",25611.00,"2011-09-12 09:54:42"
398,"SAVEU",46306.00,"2011-08-22 06:19:48"
400,"HIVTZ",6996.00,"2011-08-04 06:40:43"
405,"RCZCK",34496.00,"2011-04-29 01:57:15"
444,"XAMIY",42195.00,"2011-09-10 13:53:02"
449,"NDZHP",17866.00,"2011-05-15 09:03:18"
453,"FAKRP",47153.00,"2011-12-23 08:47:41"
463,"GKBLD",16391.00,"2011-06-15 11:00:44"
478,"MGCYM",4158.00,"2011-03-10 01:58:41"
485,"KNLFA",25050.00,"2011-12-03 21:59:21"
510,"FZWJK",33904.00,"2011-06-20 18:47:51"
537,"YJYCW",9984.00,"2011-10-21 20:46:57"
545,"ZRKHK",47565.00,"2011-04-14 10:37:08"
557,"LGFSX",29334.00,"2011-04-11 02:15:21"
559,"ABBXU",42883.00,"2011-04-19 00:11:15"
560,"UZOYZ",14446.00,"2011-10-05 12:04:19"
586,"QJHRQ",1655.00,"2011-09-29 18:52:45"
589,"BLFTB",30075.00,"2011-04-21 17:07:03"
591,"WEITN",14394.00,"2011-08-22 15:33:22"
595,"XIJCI",9244.00,"2011-10-07 10:48:51"
601,"EGSBT",38240.00,"2011-02-05 11:54:38"
609,"DEIXI",41687.00,"2011-10-06 22:50:00"
622,"EWTOR",25286.00,"2011-06-20 11:36:54"
637,"UHSKL",22165.00,"2011-01-08 14:48:51"
660,"ZTAAU",15095.00,"2011-06-06 08:02:44"
681,"LBXSE",29100.00,"2011-02-02 14:11:00"
692,"QUSIR",37273.00,"2011-06-20 11:15:15"
700,"BSKPB",10900.00,"2011-12-18 06:21:56"
709,"AHXXX",21517.00,"2011-11-26 18:57:03"
721,"XAWUF",32850.00,"2011-10-11 08:42:33"
735,"FVVDF",20152.00,"2011-04-06 02:21:51"
742,"VRAMX",30369.00,"2011-01-31 06:52:24"
757,"SVSIC",15397.00,"2011-05-11 00:43:45"
761,"COFUK",16555.00,"2011-10-31 04:13:19"
767,"TBBME",4322.00,"2011-03-14 21:04:00"
776,"ZFPML",42954.00,"2011-04-27 01:54:33"
781,"HKZLR",13403.00,"2011-01-14 06:13:47"
784,"DTUDV",49385.00,"2011-08-18 18:00:05"
790,"JASNG",42132.00,"2011-10-26 01:45:50"
808,"GKWBR",21099.00,"2011-10-21 01:54:03"
809,"EFKCS",42962.00,"2011-01-23 00:32:53"
810,"LSZSE",47256.00,"2011-03-24 12:40:27"
834,"PPTGV",30763.00,"2011-10-05 07:18:52"
876,"VGLTB",4521.00,"2011-12-21 03:06:48"
884,"OGZGP",32619.00,"2011-12-08 02:42:01"
893,"MBZHN",25779.00,"2011-09-22 11:43:55"
909,"IMQPC",46131.00,"2011-11-14 12:40:12"
914,"RDKPY",22479.00,"2011-12-08 05:26:26"
936,"YUEAV",44056.00,"2011-06-13 16:22:11"
954,"DPBIJ",10653.00,"2011-02-24 19:02:59"
960,"AGWOB",33460.00,"2011-08-21 04:37:58"
966,"VMSRT",21169.00,"2011-07-20 05:42:23"
973,"AMMDH",47182.00,"2011-07-21 21:48:48"
990,"BLIOR",26766.00,"2011-10-27 08:22:41"
1021,"SUGJA",17936.00,"2011-01-23 03:18:30"
1025,"EPMAU",40428.00,"2011-02-08 09:59:51"
1029,"PQHEU",49395.00,"2011-09-18 22:17:14"
1051,"BSYQM",22652.00,"2011-12-28 15:44:24"
1067,"QIGWV",37374.00,"2011-01-19 14:04:31"
1069,"CIDXC",11414.00,"2011-01-31 12:53:00"
1072,"CSORX",48196.00,"2011-07-31 03:36:58"
1093,"HBIWP",36627.00,"2011-01-16 13:37:29"
1100,"RPUDE",8872.00,"2011-12-20 04:43:13"
1106,"IEKJY",9647.00,"2011-05-23 02:05:47"
1107,"EGAAC",34657.00,"2011-08-12 15:12:20"
1119,"WSRLV",10252.00,"2011-03-11 20:34:19"
1127,"ARYVS",37018.00,"2011-08-03 11:20:54"
1132,"PELGZ",9291.00,"2011-01-07 09:09:10"
1143,"HUKSM",12740.00,"2011-03-13 10:07:23"
1168,"HQVKP",25447.00,"2011-02-05 11:27:08"
1169,"GOYAH",16465.00,"2011-09-19 23:00:26"
1177,"ZUAAJ",16960.00,"2011-01-24 10:59:20"
1183,"NGAVF",4635.00,"2011-02-22 04:45:48"
1198,"WXWXL",8866.00,"2011-12-13 11:28:31"
1201,"FBPVX",30200.00,"2011-09-09 14:29:47"
1205,"VMWCD",42737.00,"2011-05-28 23:50:54"
1215,"VKCGC",9736.00,"2011-10-06 01:35:20"
1219,"UHOBX",15951.00,"2011-03-02 21:23:44"
1236,"XLAOS",28660.00,"2011-09-29 05:06:33"
1250,"ARQBE",39325.00,"2011-09-16 05:11:11"
1253,"RBROA",26346.00,"2011-10-27 21:50:25"
1288,"CCLPO",49277.00,"2011-03-22 01:59:47"
1289,"SJQHQ",21759.00,"2011-01-20 23:32:33"
1290,"WODWW",42241.00,"2011-07-13 10:27:43"
1293,"KENXC",48140.00,"2011-08-10 15:43:15"
1296,"TTKVI",36144.00,"2011-02-01 12:24:59"
1300,"NRQWC",15070.00,"2011-04-16 14:19:05"
1317,"SUEGF",22149.00,"2011-03-26 16:37:20"
1320,"UEJWJ",19437.00,"2011-11-11 05:17:03"
1321,"PUNWE",7595.00,"2011-06-06 03:37:15"
1323,"OWZDO",8595.00,"2011-06-29 14:06:53"
1360,"VNQBM",37254.00,"2011-08-05 02:36:00"
1398,"UAOYD",49211.00,"2011-04-29 12:28:17"
1402,"OFSZN",16074.00,"2011-02-18 22:16:21"
1407,"JGWQB",18784.00,"2011-07-20 13:18:12"
1419,"KWVUB",46095.00,"2011-06-22 19:35:43"
1442,"HCZRZ",21634.00,"2011-04-04 03:12:09"
1455,"QSMAT",39176.00,"2011-10-26 20:00:34"
1465,"QJACJ",5615.00,"2011-05-11 02:30:35"
1475,"DYPJN",9132.00,"2011-06-22 02:17:08"
1480,"YRGBC",43680.00,"2011-03-05 17:22:30"
1485,"KLDGO",9438.00,"2011-07-18 17:30:59"
1489,"PUNCU",9181.00,"2011-04-07 14:47:15"
1514,"WJOVI",24883.00,"2011-01-24 07:57:17"
1515,"FRMOF",26738.00,"2011-01-27 23:40:26"
1521,"SKQVP",35567.00,"2011-11-26 01:43:06"
1522,"UVCED",31076.00,"2011-10-03 07:06:09"
1525,"XNXES",38971.00,"2011-05-19 05:13:41"
1527,"YORGE",26940.00,"2011-09-15 14:32:09"
1528,"BFOQV",15746.00,"2011-11-08 17:41:40"
1533,"SQCQX",29281.00,"2011-11-30 11:56:53"
1544,"YVSBD",28832.00,"2011-09-21 01:35:51"
1555,"ZFIVT",46617.00,"2011-03-22 11:17:16"
1561,"RNPWG",5136.00,"2011-01-20 07:52:59"
1563,"NEPNN",32845.00,"2011-06-10 09:00:19"
1570,"IEESO",8097.00,"2011-01-25 01:32:36"
1591,"JHQYL",30942.00,"2011-11-08 17:04:29"
1593,"XNIWK",5599.00,"2011-05-16 05:47:19"
1604,"YQRNF",6461.00,"2011-09-08 01:34:39"
1609,"DIMHJ",4049.00,"2011-08-21 11:50:35"
1627,"FGPAN",11877.00,"2011-10-13 09:06:16"
1681,"DAVJI",22578.00,"2011-06-09 02:16:27"
1706,"SOSAP",16129.00,"2011-02-01 22:26:35"
1711,"LVYNR",9640.00,"2011-01-01 19:38:13"
1714,"PHCUW",48690.00,"2011-04-27 17:38:41"
1729,"FTPPW",13839.00,"2011-10-02 19:26:49"
1751,"AKHZI",3304.00,"2011-07-24 20:35:42"
1755,"RJPOD",17411.00,"2011-05-02 09:45:44"
1767,"RVDDK",28472.00,"2011-05-05 18:57:55"
1782,"XKRFG",29885.00,"2011-09-10 07:52:31"
1790,"UPDRB",2261.00,"2011-10-07 19:39:25"
1813,"ZCYGP",34948.00,"2011-05-25 14:22:08"
1815,"VQFHL",39087.00,"2011-03-17 17:04:53"
1825,"SUXXD",20869.00,"2011-01-13 06:06:58"
1827,"FOBQY",15974.00,"2011-01-14 05:12:34"
1830,"JODYQ",13351.00,"2011-12-29 18:09:52"
1835,"KSAVS",31468.00,"2011-08-01 12:51:01"
1884,"YULPF",38701.00,"2011-06-18 05:59:58"
1897,"NRACH",39663.00,"2011-05-20 03:10:04"
1899,"YAZIL",38439.00,"2011-04-20 02:09:39"
1902,"TVBGS",11332.00,"2011-01-31 23:42:00"
1904,"TLWKS",41230.00,"2011-04-27 07:19:04"
1934,"IYBNE",20614.00,"2011-03-12 04:45:23"
1938,"BYCBD",44956.00,"2011-08-27 07:43:54"
1989,"YGSUN",3395.00,"2011-12-02 12:54:12"
1991,"LKCMR",42754.00,"2011-03-10 04:26:24"
